neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,first_review,review_scores_rating,amnt_self_checkin,amnt_instant_book,amnt_kitchen,amnt_hair_dryer,amnt_free_parking,amnt_wifi,amnt_private_bathroom,amnt_bbq_grill,amnt_washer,amnt_pets_allowed,amnt_clothes_dryer,amnt_heating,amnt_air_conditioning,amnt_workspace,amnt_iron,amnt_pool,amnt_bathtub,amnt_ev_charger,amnt_crib,amnt_king_bed,amnt_gym,amnt_breakfast,amnt_fireplace,amnt_smoking_allowed,amnt_waterfront,amnt_smoke_alarm,amnt_carbon_monoxide_alarm
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,8415.0,13,2021-10-31,3.85,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,3,1.0,1.0,3.0,29839.0,11,2021-10-03,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,4,1.0,2.0,4.0,40960.0,30,2021-09-20,4.77,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,5,1.0,2.0,5.0,49768.0,37,2021-09-21,4.95,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,3,1.0,0.0,0.0,29839.0,1,2023-10-03,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Private room in nature lodge,Private room,2,1.0,1.0,2.0,10338.0,73,2022-06-05,4.52,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,3,1.0,1.0,3.0,29839.0,7,2021-10-03,4.86,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,4,1.0,1.0,4.0,40960.0,2,2021-09-26,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,10286.0,73,2021-09-18,4.79,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,42715.0,83,2021-09-04,4.33,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,26000.0,38,2021-10-12,4.76,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,14000.0,17,2024-08-28,4.88,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,19000.0,84,2021-09-23,4.62,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire condo,Entire home/apt,4,1.5,1.0,3.0,14152.0,161,2021-08-08,4.63,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Shibuya Ku,Entire condo,Entire home/apt,5,1.0,2.0,4.0,19751.0,36,2022-06-05,4.89,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Private room in hostel,Private room,2,2.0,1.0,0.0,8463.0,176,2021-10-17,4.68,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,6,1.5,2.0,4.0,21524.0,10,2021-12-04,4.7,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,18292.0,44,2021-09-26,4.68,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,16213.0,43,2021-11-24,4.79,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Chofu Shi,Private room in home,Private room,4,1.5,1.0,5.0,5915.0,56,2024-06-14,4.95,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
Taito Ku,Shared room in hostel,Shared room,1,2.0,1.0,0.0,4224.0,50,2021-11-28,4.76,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.5,1.0,2.0,16786.0,23,2021-12-29,4.74,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,6,1.5,1.0,4.0,30072.0,61,2022-03-25,4.72,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,12056.0,16,2023-04-04,4.56,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,12056.0,40,2021-12-05,4.78,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.5,1.0,2.0,20929.0,25,2021-11-11,4.72,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,5,1.5,2.0,4.0,34072.0,49,2021-11-07,4.67,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,5,1.5,1.0,4.0,30072.0,53,2022-01-13,4.75,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Private room in rental unit,Private room,2,1.5,1.0,1.0,8035.0,20,2022-05-02,4.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Private room in rental unit,Private room,3,1.5,1.0,3.0,8876.0,35,2022-06-05,3.86,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,6,1.5,1.0,4.0,30072.0,35,2021-12-24,4.77,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.5,1.0,3.0,16786.0,37,2021-11-02,4.76,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.5,1.0,2.0,20929.0,16,2021-11-12,4.75,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire condo,Entire home/apt,4,1.0,1.0,2.0,20358.0,59,2021-11-27,4.83,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in boutique hotel,Private room,6,1.0,1.0,3.0,21299.0,24,2021-12-19,4.46,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,13059.0,104,2021-09-26,4.85,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Setagaya Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,18453.0,36,2021-10-18,4.56,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
Shinjuku Ku,Private room in rental unit,Private room,2,1.5,1.0,1.0,8035.0,31,2022-03-27,4.13,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,6,1.5,1.0,4.0,30072.0,34,2021-12-17,4.82,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Chuo Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,11429.0,107,2022-01-18,4.76,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,2,1.5,1.0,2.0,8869.0,109,2021-11-28,4.61,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
Toshima Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,10886.0,88,2021-11-30,4.66,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,23372.0,12,2021-09-25,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire serviced apartment,Entire home/apt,4,1.0,1.0,4.0,42258.0,36,2021-09-28,4.72,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Entire serviced apartment,Entire home/apt,5,1.0,1.0,5.0,54292.0,3,2021-10-24,4.67,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Entire serviced apartment,Entire home/apt,5,1.0,1.0,5.0,50229.0,8,2021-10-23,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Shared room in hostel,Shared room,1,1.0,1.0,1.0,6424.0,146,2022-05-15,4.6,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Nerima Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,6643.0,21,2021-12-26,4.57,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,32000.0,62,2021-10-09,4.71,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1
Nerima Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,6643.0,25,2022-10-31,4.76,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Ota Ku,Entire rental unit,Entire home/apt,6,1.0,2.0,3.0,15820.0,18,2021-12-08,4.61,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.5,1.0,3.0,22929.0,29,2021-11-19,4.59,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Shared room in hostel,Shared room,1,1.0,1.0,1.0,6204.0,3,2023-05-23,4.33,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Taito Ku,Shared room in hostel,Shared room,1,1.0,1.0,1.0,6424.0,7,2021-10-09,4.43,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,12750.0,37,2021-11-30,4.81,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Chuo Ku,Private room in rental unit,Private room,2,1.0,0.0,2.0,11572.0,140,2022-01-22,4.72,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Chuo Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,11429.0,75,2022-03-05,4.6,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,6,1.0,3.0,6.0,14793.0,23,2021-10-30,4.61,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.5,1.0,3.0,20929.0,22,2022-01-31,4.55,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Itabashi Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,3.0,8279.0,37,2022-01-16,4.68,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,11335.0,37,2021-12-10,4.65,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Chuo Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,13286.0,109,2022-01-13,4.68,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,11335.0,26,2022-12-20,4.69,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire home,Entire home/apt,4,1.0,1.0,2.0,9258.0,22,2022-11-18,4.59,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Shinjuku Ku,Entire home,Entire home/apt,2,1.0,1.0,2.0,8743.0,13,2023-03-31,4.15,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shinjuku Ku,Entire home,Entire home/apt,2,1.0,1.0,1.0,9258.0,35,2023-03-24,4.54,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,9772.0,67,2021-11-10,4.67,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire home,Entire home/apt,10,2.0,2.0,6.0,22012.0,61,2021-12-26,4.54,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,11335.0,59,2022-02-03,4.88,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,11335.0,45,2021-12-26,4.62,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,3.0,14962.0,48,2022-05-09,4.73,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Room in hotel,Private room,5,1.0,1.0,5.0,34494.0,4,2021-12-19,4.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,20700.0,30,2021-12-10,5.0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,19000.0,83,2022-04-30,4.8,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,3.0,20429.0,91,2021-11-29,4.8,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,0.0,3.0,20715.0,59,2022-11-05,4.56,1,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9559.0,22,2022-12-27,4.18,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Private room in hostel,Private room,2,1.0,1.0,1.0,8961.0,33,2023-08-14,4.73,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Shibuya Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,20857.0,61,2021-12-01,4.59,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,8,1.0,2.0,4.0,17100.0,4,2024-09-16,4.75,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sumida Ku,Private room in rental unit,Private room,2,1.0,1.0,1.0,4074.0,60,2021-12-01,4.45,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,4,1.5,1.0,2.0,12749.0,108,2021-12-09,4.78,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,7882.0,67,2021-11-14,4.81,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,10359.0,42,2022-05-29,4.88,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,3,1.0,1.0,2.0,13104.0,56,2022-10-10,4.73,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,15531.0,87,2022-06-19,4.82,1,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,20857.0,47,2021-11-13,4.47,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.5,1.0,2.0,16786.0,15,2022-02-14,4.6,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.5,1.0,2.0,16786.0,29,2022-07-05,4.59,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Nakano Ku,Private room in home,Private room,1,1.0,1.0,0.0,6412.0,43,2022-01-02,4.28,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire serviced apartment,Entire home/apt,14,2.0,4.0,11.0,32915.0,175,2021-10-30,4.74,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,0.0,8302.0,29,2021-12-26,4.86,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire rental unit,Entire home/apt,4,1.0,2.0,1.0,12135.0,32,2022-01-02,4.75,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,4.0,22346.0,3,2021-11-29,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1
Katsushika Ku,Entire rental unit,Entire home/apt,8,1.0,3.0,6.0,15275.0,32,2022-06-01,4.53,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Katsushika Ku,Entire rental unit,Entire home/apt,9,1.0,2.0,7.0,18708.0,77,2022-06-12,4.68,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,8958.0,12,2023-04-30,4.17,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,0.5,1.0,1.0,8958.0,19,2022-05-31,4.63,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Setagaya Ku,Private room in home,Private room,1,1.0,1.0,1.0,6852.0,26,2022-05-02,4.96,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,5,1.5,2.0,4.0,34072.0,30,2022-02-24,4.67,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,16072.0,72,2022-04-07,4.79,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,16072.0,52,2022-05-03,4.94,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,16072.0,42,2022-02-13,4.83,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,16072.0,49,2022-04-10,4.86,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,16072.0,85,2022-02-04,4.84,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,1,0.5,1.0,1.0,7412.0,16,2023-11-18,4.5,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,0.5,1.0,1.0,8550.0,32,2023-10-09,4.44,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,8550.0,38,2023-09-20,4.16,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,8550.0,55,2023-07-09,4.09,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.5,1.0,1.0,6840.0,21,2023-07-09,4.14,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,1,0.5,1.0,1.0,6840.0,4,2023-06-03,3.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,6840.0,27,2022-08-07,4.11,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
Minato Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,16972.0,72,2021-12-17,4.85,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,16972.0,49,2022-05-29,4.82,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,16972.0,51,2022-06-21,4.84,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
Taito Ku,Room in boutique hotel,Private room,2,1.0,1.0,1.0,15750.0,12,2022-12-30,5.0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,12750.0,22,2021-12-27,4.73,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Nakano Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,14216.0,151,2022-05-31,4.91,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Room in aparthotel,Entire home/apt,4,1.0,1.0,5.0,23992.0,18,2022-06-26,4.72,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in aparthotel,Entire home/apt,5,1.0,1.0,5.0,23992.0,21,2022-07-26,4.76,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in aparthotel,Entire home/apt,5,1.0,1.0,5.0,23992.0,35,2022-04-30,4.86,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Room in hotel,Private room,2,1.0,1.0,1.0,9908.0,28,2022-03-30,4.54,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Room in hotel,Private room,2,1.0,1.0,1.0,9500.0,48,2022-02-11,4.85,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.5,1.0,2.0,16786.0,23,2021-12-24,4.52,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,6,1.5,1.0,4.0,30072.0,29,2022-10-30,4.72,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
