neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,first_review,review_scores_rating,amnt_self_checkin,amnt_instant_book,amnt_kitchen,amnt_hair_dryer,amnt_free_parking,amnt_wifi,amnt_private_bathroom,amnt_bbq_grill,amnt_washer,amnt_pets_allowed,amnt_clothes_dryer,amnt_heating,amnt_air_conditioning,amnt_workspace,amnt_iron,amnt_pool,amnt_bathtub,amnt_ev_charger,amnt_crib,amnt_king_bed,amnt_gym,amnt_breakfast,amnt_fireplace,amnt_smoking_allowed,amnt_waterfront,amnt_smoke_alarm,amnt_carbon_monoxide_alarm
Shibuya Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,8081.0,102,2021-12-17,4.48,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Room in hotel,Private room,1,1.0,1.0,1.0,10858.0,34,2022-04-04,4.74,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Room in hotel,Private room,2,1.0,1.0,1.0,14658.0,36,2022-03-01,4.94,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Room in hotel,Private room,2,1.0,1.0,1.0,17215.0,87,2022-02-22,4.86,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,10993.0,172,2021-12-15,4.96,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Shibuya Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,8081.0,137,2021-10-31,4.37,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Shibuya Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,8795.0,520,2021-10-18,4.49,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Nakano Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,11715.0,135,2021-11-06,4.97,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,7,1.0,2.0,5.0,35673.0,107,2021-10-31,4.72,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire condo,Entire home/apt,4,2.0,2.0,2.0,20000.0,91,2022-11-14,4.85,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Setagaya Ku,Entire home,Entire home/apt,6,1.5,2.0,6.0,23010.0,26,2021-11-07,4.27,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Nakano Ku,Private room in hostel,Private room,2,5.5,1.0,1.0,8798.0,302,2021-12-01,4.56,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Itabashi Ku,Entire guest suite,Entire home/apt,6,1.0,1.0,5.0,11000.0,2,2024-04-16,5.0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
Edogawa Ku,Entire home,Entire home/apt,8,1.0,2.0,5.0,21308.0,29,2022-04-10,4.83,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nakano Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,13243.0,157,2022-05-01,4.92,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0
Suginami Ku,Entire serviced apartment,Entire home/apt,2,1.0,1.0,1.0,10000.0,35,2022-05-09,4.46,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Sumida Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,10286.0,147,2021-11-09,4.67,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Setagaya Ku,Entire rental unit,Entire home/apt,6,1.5,2.0,7.0,27143.0,159,2021-10-31,4.94,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,11335.0,44,2021-12-26,4.82,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Entire serviced apartment,Entire home/apt,5,1.0,1.0,5.0,23992.0,30,2022-04-24,4.7,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Nakano Ku,Private room in hostel,Private room,2,5.5,1.0,2.0,9475.0,22,2022-11-25,4.5,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,11943.0,156,2021-11-28,4.9,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Ota Ku,Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,10858.0,121,2022-01-14,4.95,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Ota Ku,Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,10450.0,136,2022-01-16,4.96,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Shinagawa Ku,Private room in serviced apartment,Private room,2,1.0,1.0,1.0,9446.0,821,2021-12-11,4.56,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in aparthotel,Entire home/apt,4,1.0,1.0,5.0,23992.0,21,2022-11-24,4.76,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in aparthotel,Entire home/apt,4,1.0,1.0,5.0,23992.0,4,2022-09-18,4.0,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,9908.0,147,2022-01-31,4.97,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Ota Ku,Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,10586.0,144,2021-12-01,4.97,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Ota Ku,Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,11715.0,58,2022-01-12,4.95,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Ota Ku,Entire serviced apartment,Entire home/apt,3,1.0,1.0,2.0,12143.0,40,2021-12-18,4.85,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Toshima Ku,Entire home,Entire home/apt,8,1.5,3.0,4.0,21059.0,119,2021-11-28,4.78,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Room in hotel,Private room,6,2.0,2.0,4.0,42918.0,6,2023-04-12,4.83,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Entire serviced apartment,Entire home/apt,4,1.0,1.0,5.0,23992.0,18,2022-07-03,4.83,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in aparthotel,Entire home/apt,5,1.0,1.0,5.0,23992.0,64,2022-04-30,4.77,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Toshima Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,8613.0,34,2021-12-29,4.62,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,8613.0,54,2021-12-25,4.69,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Private room in rental unit,Private room,2,1.0,1.0,1.0,8613.0,46,2022-10-30,4.78,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,8613.0,45,2021-12-10,4.62,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinagawa Ku,Entire serviced apartment,Entire home/apt,2,1.0,1.0,2.0,9840.0,965,2021-12-12,4.57,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Sumida Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,9250.0,55,2021-12-23,4.73,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Katsushika Ku,Entire home,Entire home/apt,6,1.0,1.0,4.0,12568.0,57,2021-12-11,4.44,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
Chuo Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,2.0,11143.0,126,2022-01-30,4.52,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,10925.0,3,2021-12-18,4.67,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Chuo Ku,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,11143.0,58,2022-01-20,4.6,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Toshima Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,8613.0,42,2023-01-01,4.81,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
Toshima Ku,Private room in rental unit,Private room,3,1.0,1.0,2.0,8613.0,40,2022-10-20,4.65,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
Katsushika Ku,Entire rental unit,Entire home/apt,6,1.0,2.0,5.0,14863.0,32,2022-06-13,4.53,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,10925.0,4,2021-12-25,4.5,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,10000.0,110,2022-05-12,4.64,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Shibuya Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,30943.0,32,2021-11-28,4.5,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,6,1.0,1.0,3.0,13906.0,117,2021-12-23,4.74,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Minato Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,9505.0,106,2021-12-05,4.81,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,1
Minato Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,10100.0,101,2022-01-01,4.82,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Minato Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,13597.0,115,2021-12-03,4.73,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Toshima Ku,Private room in rental unit,Private room,2,0.0,1.0,1.0,6420.0,0,,,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,8613.0,36,2021-12-23,4.64,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,8613.0,35,2022-02-12,4.54,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,7710.0,22,2022-01-07,4.64,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,8613.0,40,2021-12-13,4.78,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Sumida Ku,Entire home,Entire home/apt,10,2.0,3.0,5.0,23045.0,106,2021-12-11,4.83,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Minato Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,12615.0,107,2021-12-29,4.8,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Chiyoda Ku,Room in hotel,Private room,4,1.0,1.0,2.0,17808.0,39,2022-01-29,4.92,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Chiyoda Ku,Room in hotel,Private room,4,1.0,1.0,2.0,15204.0,32,2021-12-31,4.84,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Chiyoda Ku,Room in hotel,Private room,2,1.0,1.0,1.0,15120.0,30,2021-12-24,4.5,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Chiyoda Ku,Room in hotel,Private room,5,1.0,1.0,2.0,18811.0,42,2023-04-20,4.88,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chiyoda Ku,Room in hotel,Private room,5,1.0,1.0,2.0,20805.0,84,2023-03-12,4.85,0,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nakano Ku,Private room in home,Private room,1,1.0,1.0,1.0,8500.0,35,2021-12-20,4.31,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in aparthotel,Entire home/apt,5,1.0,1.0,5.0,23992.0,34,2022-05-04,4.65,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
Toshima Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,7710.0,21,2023-03-20,4.81,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Toshima Ku,Private room in rental unit,Private room,2,1.0,1.0,2.0,8613.0,32,2021-12-23,4.53,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,12,2.0,2.0,12.0,26872.0,52,2022-03-24,4.83,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,25298.0,62,2021-12-24,4.68,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,6,1.0,2.0,6.0,15583.0,51,2022-05-04,4.73,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Ota Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,3.0,11919.0,28,2022-05-05,4.61,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Minato Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,1.0,25691.0,63,2021-12-26,4.81,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,1,1.0,1.0,1.0,6172.0,28,2022-05-09,4.79,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Room in hotel,Private room,1,1.0,1.0,1.0,6172.0,3,2023-03-27,4.67,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,10000.0,167,2022-04-03,4.73,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,10000.0,44,2022-07-10,4.75,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,10000.0,9,2022-12-24,4.78,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Minato Ku,Entire rental unit,Entire home/apt,5,1.0,1.0,3.0,26112.0,56,2021-12-22,4.84,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Toshima Ku,Entire condo,Entire home/apt,4,1.5,1.0,2.0,8820.0,39,2022-01-26,4.72,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Entire rental unit,Entire home/apt,6,1.0,0.0,4.0,17614.0,80,2021-12-24,4.8,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,10000.0,3,2022-04-30,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,10000.0,4,2023-01-21,4.25,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,10000.0,2,2021-12-25,4.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,10000.0,14,2022-04-30,4.29,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,2.0,12000.0,20,2021-12-26,4.85,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,2.0,12000.0,1,2024-04-25,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,2.0,12000.0,3,2022-12-30,4.67,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,2.0,12000.0,20,2021-12-25,4.35,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,2.0,10000.0,1,2021-12-25,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,1.0,10000.0,9,2022-12-31,4.44,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,2.0,10000.0,2,2023-04-03,4.5,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Suginami Ku,Entire rental unit,Entire home/apt,3,1.5,1.0,3.0,12199.0,29,2022-03-24,4.66,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Itabashi Ku,Entire place,Entire home/apt,2,1.0,1.0,2.0,25000.0,38,2022-08-31,5.0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,4,1.0,1.0,4.0,33572.0,9,2022-01-01,5.0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,2.0,12000.0,0,,,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,3,1.0,1.0,3.0,18000.0,1,2024-04-17,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,3,1.0,1.0,3.0,18000.0,4,2023-03-04,4.75,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,2.0,12000.0,21,2022-11-06,4.81,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,3,1.0,1.0,3.0,18000.0,17,2022-11-06,4.88,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,2.0,10479.0,129,2021-12-18,4.88,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0
Nakano Ku,Entire rental unit,Entire home/apt,5,1.5,0.0,4.0,12669.0,81,2021-12-30,4.85,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,2,1.0,1.0,2.0,12000.0,1,2022-10-30,5.0,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Taito Ku,Room in hotel,Private room,3,1.0,1.0,3.0,18000.0,0,,,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,8686.0,76,2022-12-08,4.87,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,6379.0,55,2022-11-16,4.8,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,5,1.0,1.0,4.0,30858.0,3,2021-12-25,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
Chiyoda Ku,Room in hotel,Private room,2,1.0,1.0,1.0,28800.0,1,2024-08-31,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
Chiyoda Ku,Room in hotel,Private room,2,1.0,1.0,1.0,38858.0,2,2023-02-05,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,2,1.5,1.0,0.0,7617.0,52,2022-02-09,4.87,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1
Ota Ku,Entire rental unit,Entire home/apt,1,1.0,1.0,1.0,5700.0,52,2022-01-08,4.96,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Shinjuku Ku,Entire rental unit,Entire home/apt,3,1.0,1.0,4.0,20572.0,8,2022-01-01,5.0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Chiyoda Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,11135.0,39,2023-03-16,4.31,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Shinjuku Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,20000.0,4,2022-12-17,5.0,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
Kita Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,8818.0,46,2022-03-24,4.57,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Kita Ku,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,9619.0,8,2022-02-05,4.38,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Kita Ku,Entire rental unit,Entire home/apt,3,1.0,0.0,3.0,9619.0,50,2022-02-27,4.68,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Kita Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,9600.0,58,2022-02-05,4.55,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Kita Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,9619.0,9,2022-03-10,4.11,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0
Ota Ku,Entire rental unit,Entire home/apt,4,1.0,1.0,4.0,8143.0,37,2023-04-27,4.84,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1
Koganei Shi,Private room in hostel,Private room,1,1.0,1.0,1.0,5572.0,210,2022-06-11,4.81,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Koganei Shi,Private room in hostel,Private room,1,1.0,1.0,1.0,5572.0,133,2022-08-01,4.86,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0
Koganei Shi,Private room in hostel,Private room,4,1.0,1.0,4.0,20429.0,6,2022-10-16,4.5,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
